Dia,Altas_nuevos_usuarios_activos_ab._anual_sin_ttp_dia,Altas_nuevos_usuarios_activos_ab._anual_con_ttp_dia,Altas_nuevos_usuarios_activos_ab._anual_total_dia,Usuarios_activos_ab._anual_sin_ttp_ acumulado_desde_inicio,Usuarios_activos_ab._anual_con_ttp_acumulado_desde_inicio,Usuarios_activos_ab._anual_total_acumulado_desde_inicio,Nuevos_usuarios_abono_1_dia,Nuevos_usuarios_abono_3_ dias,Nuevos_usuarios_abono_5_dias,Nuevos_usuarios_abono_ocas._total,Usuarios_abono_1_dia_acumulado_de_inicio,Usuarios_abono_3_dias_acumulado_de_inicio,Usuarios_abono_5_dias_acumulado_de_ inicio,Usuarios_abono_ocasional_total_de_inicio,Usos_bicis_abono_anual,Usos_bicis_abono_ocasional,Usos_bicis_total,Usos_abono_anual_acumulado,Usos_abono_ocasional_acumulado,Usos_total_acumulado_ desde_inicio,Horas_Totales_Usos_Bicicletas,Horas_Totales_Disponibilidad_Bicicletas_En_Anclajes,Total_Horas_Servicio_Bicicletas,Media_Bicicletas_Disponibles,tmed,prec,Dia_semana
8-10-18,-40,3,-37,26723,40216,66939,38,5,3,46,108650,9639,4120,122409,13326,119,13445,12501045,271050,12772095,3365.23,39479.44,42844.67,1785.19,13.8,0,lun
9-10-18,10,-57,-47,26733,40159,66892,33,2,0,35,108683,9641,4120,122444,11608,85,11693,12512653,271135,12783788,3248.6,39688.55,42937.15,1789.05,15.1,8.9,mar
10-10-18,-106,-92,-198,26627,40067,66694,16,0,2,18,108699,9641,4122,122462,12457,47,12504,12525110,271182,12796292,3382.98,40134.04,43517.02,1813.21,14.6,2.7,mié
11-10-18,-39,-22,-61,26588,40045,66633,15,5,0,20,108714,9646,4122,122482,11746,57,11803,12536856,271239,12808095,3306.02,40536.9,43842.92,1826.79,17.2,2.9,jue
12-10-18,10,61,71,26598,40106,66704,95,11,3,109,108809,9657,4125,122591,7850,191,8041,12544706,271430,12816136,2781.78,41229.78,44011.56,1833.82,18.3,0.3,vie
13-10-18,20,68,88,26618,40174,66792,171,13,4,188,108980,9670,4129,122779,8993,393,9386,12553699,271823,12825522,3095.65,41295.86,44391.51,1849.65,19.6,2.6,sáb
14-10-18,8,43,51,26626,40217,66843,64,5,3,72,109044,9675,4132,122851,6887,199,7086,12560586,272022,12832608,2197.62,42596.98,44794.6,1866.44,14.8,0,dom
15-10-18,-32,-19,-51,26594,40198,66792,23,1,1,25,109067,9676,4133,122876,10699,63,10762,12571285,272085,12843370,2819.52,42861.71,45681.23,1903.38,12.3,0.1,lun
16-10-18,-5,39,34,26589,40237,66826,27,3,4,34,109094,9679,4137,122910,13630,80,13710,12584915,272165,12857080,3745.93,42223.21,45969.14,1915.38,15.4,0,mar
17-10-18,-52,-37,-89,26537,40200,66737,32,5,5,42,109126,9684,4142,122952,14430,98,14528,12599345,272263,12871608,4015.68,41596.98,45612.66,1900.53,16.5,0,mié
18-10-18,-87,-93,-180,26450,40107,66557,23,11,3,37,109149,9695,4145,122989,12791,102,12893,12612136,272365,12884501,3463.2,41660.9,45124.1,1880.17,17.2,8.8,jue
19-10-18,-38,-7,-45,26412,40100,66512,23,5,5,33,109172,9700,4150,123022,7216,68,7284,12619352,272433,12891785,2101.18,43091.8,45192.98,1883.04,14.8,5.9,vie
20-10-18,16,27,43,26428,40127,66555,79,15,2,96,109251,9715,4152,123118,8357,248,8605,12627709,272681,12900390,2722.05,42541.1,45263.15,1885.96,17.2,3.3,sáb
21-10-18,29,43,72,26457,40170,66627,97,5,10,112,109348,9720,4162,123230,8955,242,9197,12636664,272923,12909587,2944.18,41898.39,44842.57,1868.44,17.8,0.2,dom
22-10-18,-24,-9,-33,26433,40161,66594,42,6,4,52,109390,9726,4166,123282,13226,127,13353,12649890,273050,12922940,3657.58,41896.52,45554.1,1898.09,17,0,lun
23-10-18,-12,-29,-41,26421,40132,66553,35,8,6,49,109425,9734,4172,123331,14081,136,14217,12663971,273186,12937157,3922.8,41697.95,45620.75,1900.86,16.8,0,mar
24-10-18,-111,-121,-232,26310,40011,66321,28,5,1,34,109453,9739,4173,123365,14240,102,14342,12678211,273288,12951499,4014.43,41802.11,45816.54,1909.02,16.2,0,mié
25-10-18,-31,19,-12,26279,40030,66309,58,10,2,70,109511,9749,4175,123435,14618,150,14768,12692829,273438,12966267,4087.58,41923.37,46010.95,1917.12,16.6,0,jue
26-10-18,-13,2,-11,26266,40032,66298,39,9,1,49,109550,9758,4176,123484,11387,126,11513,12704216,273564,12977780,3318.45,42559.87,45878.32,1911.6,14.2,1.5,vie
27-10-18,11,12,23,26277,40044,66321,36,4,2,42,109586,9762,4178,123526,6619,81,6700,12710835,273645,12984480,2127,44008.02,46135.02,1922.29,8.8,4.2,sáb
28-10-18,10,15,25,26287,40059,66346,55,7,2,64,109641,9769,4180,123590,6796,161,6957,12717631,273806,12991437,2404.93,45829.15,48234.08,1929.36,7,0,dom
29-10-18,-4,-27,-31,26283,40032,66315,24,1,0,25,109665,9770,4180,123615,10216,64,10280,12727847,273870,13001717,2877.68,43805.59,46683.27,1945.14,7,0.7,lun
30-10-18,-21,-40,-61,26262,39992,66254,3,0,0,3,109668,9770,4180,123618,5125,8,5133,12732972,273878,13006850,1591.15,45759.65,47350.8,1972.95,7.5,15.1,mar
31-10-18,-55,-108,-163,26207,39884,66091,18,0,0,18,109686,9770,4180,123636,10451,40,10491,12743423,273918,13017341,2896.4,44652.47,47548.87,1981.2,8.9,0.1,mié
1-11-18,3,47,50,26210,39931,66141,114,14,8,136,109800,9784,4188,123772,7812,225,8037,12751235,274143,13025378,2787.17,44180.77,46967.94,1957,9.2,0,jue
2-11-18,-11,-13,-24,26199,39918,66117,106,19,1,126,109906,9803,4189,123898,9846,253,10099,12761081,274396,13035477,3108.23,44846.19,47954.42,1998.1,13.6,0,vie
3-11-18,5,23,28,26204,39941,66145,101,6,1,108,110007,9809,4190,124006,8019,252,8271,12769100,274648,13043748,2718.18,45440.17,48158.35,2006.6,10.6,0,sáb
4-11-18,24,24,48,26228,39965,66193,93,5,2,100,110100,9814,4192,124106,7271,247,7518,12776371,274895,13051266,2538.98,45794.36,48333.34,2013.89,10,17,dom
5-11-18,-41,-11,-52,26187,39954,66141,7,3,1,11,110107,9817,4193,124117,6401,33,6434,12782772,274928,13057700,1852.98,46337.77,48190.75,2007.95,8.2,2.7,lun
6-11-18,-5,-18,-23,26182,39936,66118,20,2,2,24,110127,9819,4195,124141,10699,79,10778,12793471,275007,13068478,3042.22,44919.12,47961.34,1998.39,8.9,0.7,mar
7-11-18,-25,-15,-40,26157,39921,66078,7,2,1,10,110134,9821,4196,124151,7897,27,7924,12801368,275034,13076402,2267.33,45247.15,47514.48,1979.77,10.6,4.5,mié
8-11-18,-55,-83,-138,26102,39838,65940,7,2,1,10,110141,9823,4197,124161,8733,24,8757,12810101,275058,13085159,2371.32,44899.47,47270.79,1969.62,9.8,7.6,jue
9-11-18,15,38,53,26117,39876,65993,50,11,0,61,110191,9834,4197,124222,6992,109,7101,12817093,275167,13092260,2369.87,44890.18,47260.05,1969.17,9,0,vie
10-11-18,56,-57,-1,26173,39819,65992,51,6,0,57,110242,9840,4197,124279,6285,109,6394,12823378,275276,13098654,2069.42,45314.98,47384.4,1974.35,11.6,1.1,sáb
11-11-18,19,14,33,26192,39833,66025,94,1,0,95,110336,9841,4197,124374,6781,189,6970,12830159,275465,13105624,2470.67,44986.01,47456.68,1977.36,14.2,0,dom
12-11-18,21,-36,-15,26213,39797,66010,7,2,0,9,110343,9843,4197,124383,9717,20,9737,12839876,275485,13115361,2594.78,45146.49,47741.27,1989.22,12.2,1.6,lun
13-11-18,-7,-19,-26,26206,39778,65984,39,3,4,46,110382,9846,4201,124429,12299,82,12381,12852175,275567,13127742,3363.9,44629.29,47993.19,1999.72,13,0,mar
14-11-18,-47,-72,-119,26159,39706,65865,28,5,1,34,110410,9851,4202,124463,12163,71,12234,12864338,275638,13139976,3399.77,44764.58,48164.35,2006.85,13,0,mié
15-11-18,-45,-70,-115,26114,39636,65750,22,3,2,27,110432,9854,4204,124490,11935,48,11983,12876273,275686,13151959,3346.53,44640.79,47987.32,1999.47,14.2,0.9,jue
16-11-18,1,10,11,26115,39646,65761,36,12,3,51,110468,9866,4207,124541,11105,97,11202,12887378,275783,13163161,3132.35,44011.87,47144.22,1964.34,14,1.7,vie
17-11-18,12,53,65,26127,39699,65826,123,14,4,141,110591,9880,4211,124682,9448,311,9759,12896826,276094,13172920,3248.23,42890.49,46138.72,1922.45,13.8,0,sáb
18-11-18,6,20,26,26133,39719,65852,54,1,0,55,110645,9881,4211,124737,5322,103,5425,12902148,276197,13178345,1956.08,44008.84,45964.92,1915.21,11.5,11.8,dom
19-11-18,6,-13,-7,26139,39706,65845,18,0,2,20,110663,9881,4213,124757,9875,68,9943,12912023,276265,13188288,2786.72,44261.96,47048.68,1960.36,11.2,2.5,lun
20-11-18,-23,-23,-46,26116,39683,65799,10,3,1,14,110673,9884,4214,124771,9104,27,9131,12921127,276292,13197419,2455,44516.34,46971.34,1957.14,10,2.9,mar
21-11-18,-86,11,-75,26030,39694,65724,17,0,0,17,110690,9884,4214,124788,10042,29,10071,12931169,276321,13207490,2808.38,44850.92,47659.3,1985.8,9.2,1.5,mié
22-11-18,-12,-87,-99,26018,39607,65625,8,6,1,15,110698,9890,4215,124803,11236,20,11256,12942405,276341,13218746,2958.9,45291.13,48250.03,2010.42,8.9,3.7,jue
23-11-18,-3,2,-1,26015,39609,65624,31,11,0,42,110729,9901,4215,124845,10833,79,10912,12953238,276420,13229658,3112.53,45042.68,48155.21,2006.47,8,0,vie
24-11-18,14,-4,10,26029,39605,65634,77,5,0,82,110806,9906,4215,124927,7634,168,7802,12960872,276588,13237460,2473.5,44797.73,47271.23,1969.63,6.1,2,sáb
25-11-18,4,40,44,26033,39645,65678,49,3,1,53,110855,9909,4216,124980,6042,131,6173,12966914,276719,13243633,2150.57,44607.6,46758.17,1948.26,10.3,4.9,dom
26-11-18,-1,-8,-9,26032,39637,65669,15,5,3,23,110870,9914,4219,125003,9876,61,9937,12976790,276780,13253570,2800.27,45236.82,48037.09,2001.55,9.5,0,lun
27-11-18,-10,-20,-30,26022,39617,65639,13,1,2,16,110883,9915,4221,125019,10954,41,10995,12987744,276821,13264565,2973.12,45698.88,48672,2028,8.1,0,mar
28-11-18,-34,-50,-84,25988,39567,65555,8,2,2,12,110891,9917,4223,125031,10987,31,11018,12998731,276852,13275583,2999.8,45455.74,48455.54,2018.98,7.2,0,mié
29-11-18,-2,-5,-7,25986,39562,65548,16,5,0,21,110907,9922,4223,125052,10564,40,10604,13009295,276892,13286187,3198.07,45473.93,48672,2028,7.4,3.3,jue
30-11-18,9,2,11,25995,39564,65559,29,5,2,36,110936,9927,4225,125088,10879,59,10938,13020174,276951,13297125,3336.7,45335.3,48672,2028,7.8,0,vie
1-12-18,9,41,50,26004,39605,65609,95,8,0,103,111031,9935,4225,125191,8488,184,8672,13028662,277135,13305797,2944.15,45727.85,48672,2028,7,0,sáb
2-12-18,20,39,59,26024,39644,65668,44,2,1,47,111075,9937,4226,125238,6940,107,7047,13035602,277242,13312844,2430.5,46241.5,48672,2028,6.6,0,dom
3-12-18,-15,-7,-22,26009,39637,65646,10,0,3,13,111085,9937,4229,125251,9440,41,9481,13045042,277283,13322325,2609.87,46062.13,48672,2028,7.2,0,lun
4-12-18,3,15,18,26012,39652,65664,18,0,2,20,111103,9937,4231,125271,11224,44,11268,13056266,277327,13333593,3221,45451,48672,2028,9.7,0,mar
5-12-18,-23,-18,-41,25989,39634,65623,26,2,2,30,111129,9939,4233,125301,11522,46,11568,13067788,277373,13345161,3377.35,45294.65,48672,2028,11.4,0,mié
6-12-18,10,34,44,25999,39668,65667,68,10,1,79,111197,9949,4234,125380,7409,120,7529,13075197,277493,13352690,2632.7,45660.14,48292.84,2012.2,10.5,0,jue
7-12-18,-1,4,3,25998,39672,65670,60,17,0,77,111257,9966,4234,125457,8305,139,8444,13083502,277632,13361134,2687.83,45984.17,48672,2028,7.4,0,vie
8-12-18,9,35,44,26007,39707,65714,133,13,4,150,111390,9979,4238,125607,6798,305,7103,13090300,277937,13368237,2421.73,46250.27,48672,2028,9.2,0,sáb
9-12-18,13,36,49,26020,39743,65763,109,2,7,118,111499,9981,4245,125725,7009,251,7260,13097309,278188,13375497,2685.97,44443.48,47129.45,1963.73,9.5,0,dom
10-12-18,-4,12,8,26016,39755,65771,28,3,2,33,111527,9984,4247,125758,10267,90,10357,13107576,278278,13385854,3013.35,45125.71,48139.06,2005.79,9,0,lun
11-12-18,-18,-16,-34,25998,39739,65737,24,0,3,27,111551,9984,4250,125785,11084,86,11170,13118660,278364,13397024,3159.53,45512.47,48672,2028,8.2,0,mar
12-12-18,-8,12,4,25990,39751,65741,19,1,1,21,111570,9985,4251,125806,11089,83,11172,13129749,278447,13408196,3031.6,45640.4,48672,2028,6.6,3.8,mié
13-12-18,-43,-23,-66,25947,39728,65675,7,1,0,8,111577,9986,4251,125814,7909,19,7928,13137658,278466,13416124,2237.33,46434.67,48672,2028,6.2,6.2,jue
14-12-18,-7,-2,-9,25940,39726,65666,33,3,1,37,111610,9989,4252,125851,10968,56,11024,13148626,278522,13427148,3133.18,45538.82,48672,2028,6.8,0,vie
15-12-18,2,49,51,25942,39775,65717,66,5,1,72,111676,9994,4253,125923,8427,102,8529,13157053,278624,13435677,2816.98,45855.02,48672,2028,5.8,0.2,sáb
16-12-18,4,30,34,25946,39805,65751,41,2,1,44,111717,9996,4254,125967,6816,85,6901,13163869,278709,13442578,2398.27,46273.73,48672,2028,9,0.3,dom
17-12-18,6,0,6,25952,39805,65757,27,3,3,33,111744,9999,4257,126000,10159,62,10221,13174028,278771,13452799,2880.15,45791.85,48672,2028,6.3,0,lun
18-12-18,-33,-9,-42,25919,39796,65715,20,1,2,23,111764,10000,4259,126023,10126,56,10182,13184154,278827,13462981,2783.4,45888.6,48672,2028,5.2,0.9,mar
19-12-18,-22,-21,-43,25897,39775,65672,26,2,4,32,111790,10002,4263,126055,10440,82,10522,13194594,278909,13473503,2987.48,45684.52,48672,2028,7.2,0,mié
20-12-18,-21,-1,-22,25876,39774,65650,16,2,0,18,111806,10004,4263,126073,11020,47,11067,13205614,278956,13484570,3124.8,44666.75,47791.55,1991.31,8.1,0,jue
21-12-18,-20,18,-2,25856,39792,65648,30,6,3,39,111836,10010,4266,126112,10063,69,10132,13215677,279025,13494702,2897.82,44275.3,47173.12,1965.55,7,0,vie
22-12-18,13,10,23,25869,39802,65671,33,4,5,42,111869,10014,4271,126154,6521,63,6584,13222198,279088,13501286,2107.68,45844.69,47952.37,1998.02,7.6,0,sáb
23-12-18,8,14,22,25877,39816,65693,67,5,3,75,111936,10019,4274,126229,5046,132,5178,13227244,279220,13506464,1687.73,46468.04,48155.77,2006.49,7,0,dom
24-12-18,-13,-3,-16,25864,39813,65677,38,3,5,46,111974,10022,4279,126275,4364,96,4460,13231608,279316,13510924,1425.37,46862.19,48287.56,2011.98,8.2,0,lun
25-12-18,8,25,33,25872,39838,65710,81,5,2,88,112055,10027,4281,126363,2873,152,3025,13234481,279468,13513949,1156.28,47108.75,48265.03,2011.04,9.3,0,mar
26-12-18,-10,8,-2,25862,39846,65708,55,8,7,70,112110,10035,4288,126433,6496,124,6620,13240977,279592,13520569,1969.98,46586.11,48556.09,2023.17,8.4,0,mié
27-12-18,-21,-20,-41,25841,39826,65667,51,20,8,79,112161,10055,4296,126512,7282,151,7433,13248259,279743,13528002,2101.15,46154.69,48255.84,2010.66,6.2,0,jue
28-12-18,-6,14,8,25835,39840,65675,96,8,8,112,112257,10063,4304,126624,7386,256,7642,13255645,279999,13535644,2299.82,45874.27,48174.09,2007.25,7.1,0,vie
29-12-18,5,21,26,25840,39861,65701,93,20,7,120,112350,10083,4311,126744,5584,250,5834,13261229,280249,13541478,1855.88,46063.56,47919.44,1996.64,8,0,sáb
30-12-18,6,21,27,25846,39882,65728,112,10,0,122,112462,10093,4311,126866,5114,301,5415,13266343,280550,13546893,1827.2,45881.63,47708.83,1987.87,8.7,0,dom
31-12-18,0,-5,-5,25846,39877,65723,103,11,5,119,112565,10104,4316,126985,4718,283,5001,13271061,280833,13551894,1594.02,45214.57,46808.59,1950.36,7,0,lun
1-1-19,9,33,42,25855,39910,65765,139,8,6,153,112704,10112,4322,127138,3516,345,3861,13274577,281178,13555755,1579.93,45079.1,46659.03,1944.13,6.6,0,mar
2-1-19,-3,8,5,25852,39918,65770,57,9,4,70,112761,10121,4326,127208,6395,166,6561,13280972,281344,13562316,1939.4,45968.54,47907.94,1996.16,6,0,mié
3-1-19,-13,15,2,25839,39933,65772,61,4,5,70,112822,10125,4331,127278,7479,146,7625,13288451,281490,13569941,2147.32,44563.8,46711.12,1946.3,7.3,0,jue
4-1-19,-28,-6,-34,25811,39927,65738,70,3,1,74,112892,10128,4332,127352,7787,157,7944,13296238,281647,13577885,2242,44162.04,46404.04,1933.5,5.9,0,vie
5-1-19,9,32,41,25820,39959,65779,62,5,3,70,112954,10133,4335,127422,6256,109,6365,13302494,281756,13584250,1963.67,44117.5,46081.17,1920.05,5.4,0,sáb
6-1-19,6,39,45,25826,39998,65824,56,5,3,64,113010,10138,4338,127486,4747,114,4861,13307241,281870,13589111,1665.42,44807.75,46473.17,1936.38,6.6,0,dom
7-1-19,7,38,45,25833,40036,65869,49,5,1,55,113059,10143,4339,127541,5493,101,5594,13312734,281971,13594705,1798.62,45555.54,47354.16,1973.09,7.1,0,lun
8-1-19,-23,17,-6,25810,40053,65863,24,3,1,28,113083,10146,4340,127569,9411,54,9465,13322145,282025,13604170,2434.03,44858.94,47292.97,1970.54,7.1,0,mar
9-1-19,-5,17,12,25805,40070,65875,15,3,2,20,113098,10149,4342,127589,10072,42,10114,13332217,282067,13614284,2631.7,45034.67,47666.37,1986.1,7.6,0,mié
10-1-19,-13,1,-12,25792,40071,65863,14,5,4,23,113112,10154,4346,127612,9763,41,9804,13341980,282108,13624088,2489.7,46114.09,48603.79,2025.16,4.7,0,jue
11-1-19,-28,-8,-36,25764,40063,65827,27,4,0,31,113139,10158,4346,127643,9412,51,9463,13351392,282159,13633551,2521.1,46086.05,48607.15,2025.3,2.8,0,vie
12-1-19,3,33,36,25767,40096,65863,60,4,0,64,113199,10162,4346,127707,7008,134,7142,13358400,282293,13640693,2182.63,46489.37,48672,2028,4.4,0,sáb
13-1-19,13,33,46,25780,40129,65909,66,2,0,68,113265,10164,4346,127775,6174,131,6305,13364574,282424,13646998,2043.77,46628.23,48672,2028,5,0,dom
14-1-19,-5,-3,-8,25775,40126,65901,15,1,1,17,113280,10165,4347,127792,9367,44,9411,13373941,282468,13656409,2537.17,46134.83,48672,2028,6.8,0,lun
15-1-19,-6,5,-1,25769,40131,65900,22,1,0,23,113302,10166,4347,127815,10129,44,10173,13384070,282512,13666582,2727.83,45944.17,48672,2028,7.6,0,mar
16-1-19,-13,11,-2,25756,40142,65898,23,3,1,27,113325,10169,4348,127842,10210,40,10250,13394280,282552,13676832,2571.62,46100.38,48672,2028,5.7,0,mié
17-1-19,-58,-38,-96,25698,40104,65802,9,3,0,12,113334,10172,4348,127854,9689,20,9709,13403969,282572,13686541,2503.53,46168.47,48672,2028,5.6,0,jue
18-1-19,-7,7,0,25691,40111,65802,18,6,2,26,113352,10178,4350,127880,9313,51,9364,13413282,282623,13695905,2491.23,46180.77,48672,2028,3.6,0,vie
19-1-19,1,3,4,25692,40114,65806,29,1,0,30,113381,10179,4350,127910,4462,37,4499,13417744,282660,13700404,1426.15,47197.5,48623.65,2025.99,2,5.9,sáb
20-1-19,11,11,22,25703,40125,65828,59,3,4,66,113440,10182,4354,127976,5421,95,5516,13423165,282755,13705920,1859.95,45956.16,47816.11,1992.34,6.4,0,dom
21-1-19,-5,-25,-30,25698,40100,65798,12,1,1,14,113452,10183,4355,127990,9200,40,9240,13432365,282795,13715160,2390.8,45550.29,47941.09,1997.55,5.4,0,lun
22-1-19,-6,-17,-23,25692,40083,65775,10,3,1,14,113462,10186,4356,128004,8463,33,8496,13440828,282828,13723656,2159.45,46512.55,48672,2028,4.4,0.4,mar
23-1-19,-38,-26,-64,25654,40057,65711,18,0,0,18,113480,10186,4356,128022,9715,46,9761,13450543,282874,13733417,2568,46104,48672,2028,9.2,0,mié
24-1-19,-5,5,0,25649,40062,65711,23,2,1,26,113503,10188,4357,128048,11076,53,11129,13461619,282927,13744546,2851.73,45820.27,48672,2028,11.6,0,jue
25-1-19,-1,34,33,25648,40096,65744,45,8,1,54,113548,10196,4358,128102,11473,86,11559,13473092,283013,13756105,3095.67,45576.33,48672,2028,10.2,0,vie
26-1-19,4,56,60,25652,40152,65804,107,4,3,114,113655,10200,4361,128216,8395,204,8599,13481487,283217,13764704,2629.42,46042.58,48672,2028,7.4,0,sáb
27-1-19,24,51,75,25676,40203,65879,116,2,4,122,113771,10202,4365,128338,7235,200,7435,13488722,283417,13772139,2435.72,46236.28,48672,2028,6.9,0,dom
28-1-19,-1,4,3,25675,40207,65882,26,4,3,33,113797,10206,4368,128371,10032,64,10096,13498754,283481,13782235,2743.37,45928.63,48672,2028,8.4,0,lun
29-1-19,-2,-4,-6,25673,40203,65876,18,0,0,18,113815,10206,4368,128389,10187,41,10228,13508941,283522,13792463,2633.72,46038.28,48672,2028,7.9,#N/A,mar
30-1-19,-10,-50,-60,25663,40153,65816,11,1,0,12,113826,10207,4368,128401,9085,25,9110,13518026,283547,13801573,2335.75,46336.25,48672,2028,7.2,4.1,mié
31-1-19,11,-14,-3,25674,40139,65813,18,3,0,21,113844,10210,4368,128422,9622,41,9663,13527648,283588,13811236,2444.37,46227.63,48672,2028,9.4,8.2,jue
1-2-19,-2,-12,-14,25672,40127,65799,19,7,0,26,113863,10217,4368,128448,8478,63,8541,13536126,283651,13819777,2347.73,46324.27,48672,2028,6.4,1,vie
2-2-19,4,37,41,25676,40164,65840,73,5,1,79,113936,10222,4369,128527,6967,141,7108,13543093,283792,13826885,2196.13,46475.87,48672,2028,4.6,0,sáb
3-2-19,9,38,47,25685,40202,65887,108,6,0,114,114044,10228,4369,128641,6718,205,6923,13549811,283997,13833808,2301.27,46370.73,48672,2028,4,0,dom
4-2-19,-6,-14,-20,25679,40188,65867,24,2,0,26,114068,10230,4369,128667,9620,53,9673,13559431,284050,13843481,2541.38,46130.62,48672,2028,4.8,0,lun
5-2-19,-1,20,19,25678,40208,65886,30,5,0,35,114098,10235,4369,128702,10834,70,10904,13570265,284120,13854385,2830.93,45841.07,48672,2028,8.1,0,mar
6-2-19,-19,13,-6,25659,40221,65880,36,5,2,43,114134,10240,4371,128745,10986,69,11055,13581251,284189,13865440,3024.02,45647.98,48672,2028,9.7,0,mié
7-2-19,1,-27,-26,25660,40194,65854,39,9,3,51,114173,10249,4374,128796,11179,122,11301,13592430,284311,13876741,3007.27,45664.73,48672,2028,9,0,jue
8-2-19,-7,0,-7,25653,40194,65847,41,5,0,46,114214,10254,4374,128842,11043,108,11151,13603473,284419,13887892,3062.73,45609.27,48672,2028,8.6,0,vie
9-2-19,3,37,40,25656,40231,65887,108,6,0,114,114322,10260,4374,128956,7766,219,7985,13611239,284638,13895877,2446.47,46225.53,48672,2028,7.4,0,sáb
10-2-19,12,31,43,25668,40262,65930,89,1,2,92,114411,10261,4376,129048,6383,174,6557,13617622,284812,13902434,2150,46522,48672,2028,7.6,0,dom
11-2-19,-3,2,-1,25665,40264,65929,58,3,2,63,114469,10264,4378,129111,10205,124,10329,13627827,284936,13912763,2685.65,45986.35,48672,2028,9.4,0,lun
12-2-19,-2,0,-2,25663,40264,65927,38,4,3,45,114507,10268,4381,129156,11036,74,11110,13638863,285010,13923873,2925.18,45746.82,48672,2028,8,0,mar
13-2-19,-16,-25,-41,25647,40239,65886,40,0,1,41,114547,10268,4382,129197,11401,63,11464,13650264,285073,13935337,3040.13,45631.87,48672,2028,9.4,0,mié
14-2-19,0,8,8,25647,40247,65894,38,7,0,45,114585,10275,4382,129242,11540,70,11610,13661804,285143,13946947,3313.37,45358.63,48672,2028,8,0,jue
15-2-19,3,20,23,25650,40267,65917,68,20,6,94,114653,10295,4388,129336,11200,172,11372,13673004,285315,13958319,3239.22,45432.78,48672,2028,9,0,vie
16-2-19,22,54,76,25672,40321,65993,149,13,0,162,114802,10308,4388,129498,8272,321,8593,13681276,285636,13966912,2776.03,45895.97,48672,2028,11,0,sáb
17-2-19,17,54,71,25689,40375,66064,116,2,1,119,114918,10310,4389,129617,7433,260,7693,13688709,285896,13974605,2582.12,46089.88,48672,2028,9.5,0,dom
18-2-19,6,-6,0,25695,40369,66064,35,6,2,43,114953,10316,4391,129660,10274,98,10372,13698983,285994,13984977,2712.52,45959.48,48672,2028,9.4,0,lun
19-2-19,-3,24,21,25692,40393,66085,41,6,1,48,114994,10322,4392,129708,11388,94,11482,13710371,286088,13996459,2976.08,45695.92,48672,2028,9.7,0,mar
20-2-19,-17,-47,-64,25675,40346,66021,49,3,2,54,115043,10325,4394,129762,11374,125,11499,13721745,286213,14007958,3277,45395,48672,2028,9.4,0,mié
21-2-19,-7,19,12,25668,40365,66033,43,7,2,52,115086,10332,4396,129814,11758,113,11871,13733503,286326,14019829,3180.27,45491.73,48672,2028,10.7,0,jue
22-2-19,4,19,23,25672,40384,66056,54,4,2,60,115140,10336,4398,129874,11708,131,11839,13745211,286457,14031668,3276.87,45395.13,48672,2028,11.6,0,vie
23-2-19,25,57,82,25697,40441,66138,143,14,0,157,115283,10350,4398,130031,8183,305,8488,13753394,286762,14040156,2747.03,45924.97,48672,2028,10.9,0,sáb
24-2-19,18,44,62,25715,40485,66200,139,5,3,147,115422,10355,4401,130178,7677,306,7983,13761071,287068,14048139,2753.35,45918.65,48672,2028,13.4,0,dom
25-2-19,-3,10,7,25712,40495,66207,48,3,2,53,115470,10358,4403,130231,10858,133,10991,13771929,287201,14059130,3153.85,45518.15,48672,2028,12.4,0,lun
26-2-19,5,13,18,25717,40508,66225,26,11,4,41,115496,10369,4407,130272,12012,93,12105,13783941,287294,14071235,3275.82,45396.18,48672,2028,13.4,0,mar
27-2-19,-35,-21,-56,25682,40487,66169,32,7,2,41,115528,10376,4409,130313,12143,92,12235,13796084,287386,14083470,3329.03,45342.97,48672,2028,13.4,0,mié
28-2-19,-11,37,26,25671,40524,66195,54,16,1,71,115582,10392,4410,130384,12246,174,12420,13808330,287560,14095890,3465.22,45206.78,48672,2028,12.4,0,jue
1-3-19,4,32,36,25675,40556,66231,67,15,4,86,115649,10407,4414,130470,11959,160,12119,13820289,287720,14108009,3411.23,45260.77,48672,2028,13.2,0,vie
2-3-19,22,77,99,25697,40633,66330,159,17,0,176,115808,10424,4414,130646,8729,343,9072,13829018,288063,14117081,2984.9,45687.1,48672,2028,13.8,0,sáb
3-3-19,12,70,82,25709,40703,66412,181,13,2,196,115989,10437,4416,130842,7441,382,7823,13836459,288445,14124904,2731.2,45940.8,48672,2028,13.2,0,dom
4-3-19,4,12,16,25713,40715,66428,46,4,3,53,116035,10441,4419,130895,10184,168,10352,13846643,288613,14135256,2909.07,45762.93,48672,2028,12,0,lun
5-3-19,8,7,15,25721,40722,66443,64,2,0,66,116099,10443,4419,130961,11557,140,11697,13858200,288753,14146953,3171.02,45500.98,48672,2028,12,0,mar
6-3-19,-41,-42,-83,25680,40680,66360,15,0,0,15,116114,10443,4419,130976,8264,33,8297,13866464,288786,14155250,2190.75,46481.25,48672,2028,9.6,8.2,mié
7-3-19,-14,21,7,25666,40701,66367,15,5,4,24,116129,10448,4423,131000,11273,41,11314,13877737,288827,14166564,2918.88,45753.12,48672,2028,7.6,0,jue
