Dia,Altas_nuevos_usuarios_activos_ab._anual_sin_ttp_dia,Altas_nuevos_usuarios_activos_ab._anual_con_ttp_dia,Altas_nuevos_usuarios_activos_ab._anual_total_dia,Usuarios_activos_ab._anual_sin_ttp_ acumulado_desde_inicio,Usuarios_activos_ab._anual_con_ttp_acumulado_desde_inicio,Usuarios_activos_ab._anual_total_acumulado_desde_inicio,Nuevos_usuarios_abono_1_dia,Nuevos_usuarios_abono_3_ dias,Nuevos_usuarios_abono_5_dias,Nuevos_usuarios_abono_ocas._total,Usuarios_abono_1_dia_acumulado_de_inicio,Usuarios_abono_3_dias_acumulado_de_inicio,Usuarios_abono_5_dias_acumulado_de_ inicio,Usuarios_abono_ocasional_total_de_inicio,Usos_bicis_abono_anual,Usos_bicis_abono_ocasional,Usos_bicis_total,Usos_abono_anual_acumulado,Usos_abono_ocasional_acumulado,Usos_total_acumulado_ desde_inicio,Horas_Totales_Usos_Bicicletas,Horas_Totales_Disponibilidad_Bicicletas_En_Anclajes,Total_Horas_Servicio_Bicicletas,Media_Bicicletas_Disponibles,tmed,prec,Dia_semana
10-8-15,26,55,81,24568,24166,48734,58,4,2,64,19090,1194,542,20826,7986,189,8175,2290543,46187,2336730,3991.13,19894.18,23885.31,995.22,27.7,0,lun
11-8-15,20,34,54,24588,24200,48788,72,5,2,79,19162,1199,544,20905,8750,191,8941,2299293,46378,2345671,4364.4,19817.3,24181.7,1007.57,27.6,0,mar
12-8-15,25,79,104,24613,24279,48892,108,10,4,122,19270,1209,548,21027,9132,251,9383,2308425,46629,2355054,4633.72,19725.32,24359.04,1014.96,26.2,0,mié
13-8-15,29,45,74,24642,24324,48966,104,9,2,115,19374,1218,550,21142,8974,236,9210,2317399,46865,2364264,4498.85,19530.97,24029.82,1001.24,22.1,0,jue
14-8-15,38,49,87,24680,24373,49053,103,3,1,107,19477,1221,551,21249,8165,231,8396,2325564,47096,2372660,4309.22,22770.43,27079.65,1128.32,21,0,vie
15-8-15,47,67,114,24727,24440,49167,148,7,2,157,19625,1228,553,21406,7000,297,7297,2332564,47393,2379957,4156.77,21431.75,25588.52,1066.19,22.9,0,sáb
16-8-15,52,53,105,24779,24493,49272,138,9,2,149,19763,1237,555,21555,6770,336,7106,2339334,47729,2387063,3921.48,19269.1,23190.58,966.27,23.5,0,dom
17-8-15,44,45,89,24823,24538,49361,64,5,5,74,19827,1242,560,21629,8362,200,8562,2347696,47929,2395625,4139.1,18910.27,23049.37,960.39,25.6,0,lun
18-8-15,21,55,76,24844,24593,49437,95,11,5,111,19922,1253,565,21740,8796,269,9065,2356492,48198,2404690,4130.08,19764.92,23895,995.63,25.8,0,mar
19-8-15,46,44,90,24890,24637,49527,74,8,7,89,19996,1261,572,21829,8910,227,9137,2365402,48425,2413827,4298.8,20216.48,24515.28,1021.47,25.3,0,mié
20-8-15,47,56,103,24937,24693,49630,103,9,2,114,20099,1270,574,21943,9408,294,9702,2374810,48719,2423529,4429.1,20311.57,24740.67,1030.86,27,0,jue
21-8-15,44,29,73,24981,24722,49703,95,6,6,107,20194,1276,580,22050,8737,306,9043,2383547,49025,2432572,4288.75,21897.31,26186.06,1091.09,27.6,0.9,vie
22-8-15,40,54,94,25021,24776,49797,191,13,2,206,20385,1289,582,22256,7668,475,8143,2391215,49500,2440715,4247.52,21262.88,25510.4,1062.93,24.6,0,sáb
23-8-15,49,65,114,25070,24841,49911,205,6,4,215,20590,1295,586,22471,7911,469,8380,2399126,49969,2449095,4500.27,18054.25,22554.52,939.77,22,0.1,dom
24-8-15,44,52,96,25114,24893,50007,93,7,8,108,20683,1302,594,22579,8635,223,8858,2407761,50192,2457953,4089.2,19661.07,23750.27,989.59,19.2,0,lun
25-8-15,44,63,107,25158,24956,50114,76,5,0,81,20759,1307,594,22660,9397,212,9609,2417158,50404,2467562,4406.8,19250.9,23657.7,985.74,21.7,0,mar
26-8-15,58,49,107,25216,25005,50221,77,8,4,89,20836,1315,598,22749,10135,197,10332,2427293,50601,2477894,4727.38,18599.57,23326.95,971.96,25.4,0,mié
27-8-15,56,64,120,25272,25069,50341,78,8,7,93,20914,1323,605,22842,10421,189,10610,2437714,50790,2488504,4786.27,18617.77,23404.04,975.17,25.2,0,jue
28-8-15,55,60,115,25327,25129,50456,93,3,2,98,21007,1326,607,22940,10309,245,10554,2448023,51035,2499058,4808.35,19826.72,24635.07,1026.46,25.6,0,vie
29-8-15,53,61,114,25380,25190,50570,174,8,2,184,21181,1334,609,23124,9433,400,9833,2457456,51435,2508891,4902.48,18933.37,23835.85,993.16,28.4,0,sáb
30-8-15,79,91,170,25459,25281,50740,140,3,4,147,21321,1337,613,23271,8022,312,8334,2465478,51747,2517225,4264.58,16590.13,20854.71,868.95,28.2,2.3,dom
31-8-15,70,82,152,25529,25363,50892,49,12,3,64,21370,1349,616,23335,9601,142,9743,2475079,51889,2526968,4193.65,17616.37,21810.02,908.75,23.9,0,lun
1-9-15,62,101,163,25591,25464,51055,64,4,2,70,21434,1353,618,23405,11238,162,11400,2486317,52051,2538368,4862.37,15893.35,20755.72,864.82,24,0,mar
2-9-15,111,92,203,25702,25556,51258,59,5,1,65,21493,1358,619,23470,11942,158,12100,2498259,52209,2550468,5299.17,15529.33,20828.5,867.85,24.4,0,mié
3-9-15,83,104,187,25785,25660,51445,76,7,3,86,21569,1365,622,23556,12919,171,13090,2511178,52380,2563558,5577.73,15865.73,21443.46,893.48,21.6,0,jue
4-9-15,72,91,163,25857,25751,51608,84,8,6,98,21653,1373,628,23654,12253,177,12430,2523431,52557,2575988,5399.38,17933.35,23332.73,972.2,21,0.5,vie
5-9-15,94,94,188,25951,25845,51796,235,13,10,258,21888,1386,638,23912,10598,454,11052,2534029,53011,2587040,5619.78,16950.61,22570.39,940.43,20.2,0,sáb
6-9-15,116,98,214,26067,25943,52010,270,7,3,280,22158,1393,641,24192,10629,561,11190,2544658,53572,2598230,6045.88,14331.35,20377.23,849.05,21.8,0.3,dom
7-9-15,85,90,175,26152,26033,52185,71,5,5,81,22229,1398,646,24273,10586,226,10812,2555244,53798,2609042,5006.28,16303.12,21309.4,887.89,21.8,0.7,lun
8-9-15,50,89,139,26202,26122,52324,72,4,7,83,22301,1402,653,24356,12325,194,12519,2567569,53992,2621561,5602.02,16734.39,22336.41,930.68,20.8,0,mar
9-9-15,79,67,146,26281,26189,52470,67,4,3,74,22368,1406,656,24430,12863,184,13047,2580432,54176,2634608,5851.15,17181.96,23033.11,959.71,21.8,0,mié
10-9-15,73,73,146,26354,26262,52616,76,7,2,85,22444,1413,658,24515,13747,164,13911,2594179,54340,2648519,5911.82,18342.1,24253.92,1010.58,22.7,0,jue
11-9-15,72,108,180,26426,26370,52796,119,8,6,133,22563,1421,664,24648,13558,254,13812,2607737,54594,2662331,6347.5,20914.7,27262.2,1135.93,23.4,0,vie
12-9-15,83,94,177,26509,26464,52973,254,16,5,275,22817,1437,669,24923,11419,513,11932,2619156,55107,2674263,5990.42,18784.65,24775.07,1032.29,23.2,0,sáb
13-9-15,100,96,196,26609,26560,53169,259,8,0,267,23076,1445,669,25190,10394,549,10943,2629550,55656,2685206,5927.62,15314.63,21242.25,885.09,20.6,0,dom
14-9-15,64,81,145,26673,26641,53314,62,15,4,81,23138,1460,673,25271,11076,206,11282,2640626,55862,2696488,5101.38,22461.62,27563,1148.46,19,0,lun
15-9-15,38,41,79,26711,26682,53393,32,2,3,37,23170,1462,676,25308,10079,106,10185,2650705,55968,2706673,4420.27,22451.68,26871.95,1119.66,17.1,0.9,mar
16-9-15,9,21,30,26720,26703,53423,21,2,2,25,23191,1464,678,25333,7669,64,7733,2658374,56032,2714406,3437.28,22886.11,26323.39,1096.81,18,7,mié
17-9-15,43,39,82,26763,26742,53505,53,7,3,63,23244,1471,681,25396,11883,127,12010,2670257,56159,2726416,5186.62,25263.18,30449.8,1268.74,15,0,jue
18-9-15,54,111,165,26817,26853,53670,83,7,7,97,23327,1478,688,25493,13478,199,13677,2683735,56358,2740093,6024.15,29454.9,35479.05,1478.29,17.5,0,vie
19-9-15,51,49,100,26868,26902,53770,223,11,1,235,23550,1489,689,25728,12287,328,12615,2696022,56686,2752708,6158.48,27091.52,33250,1385.42,19.3,0,sáb
20-9-15,105,72,177,26973,26974,53947,338,9,3,350,23888,1498,692,26078,11685,745,12430,2707707,57431,2765138,6386.03,22464.77,28850.8,1202.12,21.3,0,dom
21-9-15,55,72,127,27028,27046,54074,77,8,7,92,23965,1506,699,26170,12068,230,12298,2719775,57661,2777436,5225.35,26901.23,32126.58,1338.61,21.5,0,lun
22-9-15,37,54,91,27065,27100,54165,52,5,3,60,24017,1511,702,26230,13662,130,13792,2733437,57791,2791228,5904.35,27842.22,33746.57,1406.11,21,0,mar
23-9-15,48,47,95,27113,27147,54260,74,9,2,85,24091,1520,704,26315,13555,198,13753,2746992,57989,2804981,5701.05,28433.28,34134.33,1422.26,19.6,0,mié
24-9-15,61,47,108,27174,27194,54368,70,8,5,83,24161,1528,709,26398,14077,183,14260,2761069,58172,2819241,6056.5,29494.8,35551.3,1481.3,20.6,0,jue
25-9-15,75,63,138,27249,27257,54506,114,10,4,128,24275,1538,713,26526,14976,332,15308,2776045,58504,2834549,6405.98,31718.06,38124.04,1588.5,22.4,0,vie
26-9-15,89,100,189,27338,27357,54695,267,13,4,284,24542,1551,717,26810,13485,594,14079,2789530,59098,2848628,6680.65,28258.18,34938.83,1455.78,22.3,0,sáb
27-9-15,116,118,234,27454,27475,54929,342,5,4,351,24884,1556,721,27161,12377,723,13100,2801907,59821,2861728,6528.42,23754.89,30283.31,1261.8,21.2,0,dom
28-9-15,35,39,74,27489,27514,55003,97,4,3,104,24981,1560,724,27265,11880,239,12119,2813787,60060,2873847,5237.5,25403.84,30641.34,1276.72,19,0,lun
29-9-15,39,15,54,27528,27529,55057,61,8,3,72,25042,1568,727,27337,12505,130,12635,2826292,60190,2886482,5341.68,33301.37,38643.05,1610.13,18.2,0,mar
30-9-15,73,78,151,27601,27607,55208,53,5,3,61,25095,1573,730,27398,13490,137,13627,2839782,60327,2900109,5716.17,34253.27,39969.44,1665.39,19.4,0,mié
1-10-15,75,85,160,27676,27692,55368,70,6,5,81,25165,1579,735,27479,13882,198,14080,2853664,60525,2914189,5935.95,34877.47,40813.42,1700.56,18.7,0,jue
2-10-15,42,82,124,27718,27774,55492,95,21,1,117,25260,1600,736,27596,15009,250,15259,2868673,60775,2929448,6523.03,35153,41676.03,1736.5,19.8,0,vie
3-10-15,91,110,201,27809,27884,55693,248,8,4,260,25508,1608,740,27856,13645,538,14183,2882318,61313,2943631,6574.25,33479.02,40053.27,1668.89,19.1,0.2,sáb
4-10-15,68,92,160,27877,27976,55853,271,6,0,277,25779,1614,740,28133,11192,595,11787,2893510,61908,2955418,5839.33,32420.32,38259.65,1594.15,18.8,4.2,dom
5-10-15,54,-34,20,27931,27942,55873,42,6,4,52,25821,1620,744,28185,9810,165,9975,2903320,62073,2965393,4313.95,34913.58,39227.53,1634.48,19.6,16.3,lun
6-10-15,40,33,73,27971,27975,55946,53,8,2,63,25874,1628,746,28248,12174,144,12318,2915494,62217,2977711,5127.22,34072.05,39199.27,1633.3,17.4,0,mar
7-10-15,88,-1,87,28059,27974,56033,54,4,4,62,25928,1632,750,28310,12292,143,12435,2927786,62360,2990146,5479.93,35222.43,40702.36,1695.93,16.2,0,mié
8-10-15,50,44,94,28109,28018,56127,63,3,0,66,25991,1635,750,28376,13045,150,13195,2940831,62510,3003341,5821.52,35344.42,41165.94,1715.25,16.8,0,jue
9-10-15,59,73,132,28168,28091,56259,94,14,2,110,26085,1649,752,28486,13525,241,13766,2954356,62751,3017107,6224.43,34555.3,40779.73,1699.16,16.7,0,vie
10-10-15,59,89,148,28227,28180,56407,228,17,4,249,26313,1666,756,28735,11026,576,11602,2965382,63327,3028709,5830.25,33057.85,38888.1,1620.34,16.6,3.8,sáb
11-10-15,36,52,88,28263,28232,56495,181,9,1,191,26494,1675,757,28926,9000,469,9469,2974382,63796,3038178,4809.15,33199.3,38008.45,1583.69,16.8,0.3,dom
12-10-15,44,45,89,28307,28277,56584,197,11,6,214,26691,1686,763,29140,10093,533,10626,2984475,64329,3048804,5523.72,33300.05,38823.77,1617.66,18.2,0,lun
13-10-15,25,19,44,28332,28296,56628,17,4,6,27,26708,1690,769,29167,8567,104,8671,2993042,64433,3057475,3823.9,36037.46,39861.36,1660.89,13.4,2.3,mar
14-10-15,36,33,69,28368,28329,56697,57,6,2,65,26765,1696,771,29232,11475,163,11638,3004517,64596,3069113,5203.8,27033.34,32237.14,1343.21,12.3,0,mié
15-10-15,31,46,77,28399,28375,56774,50,6,2,58,26815,1702,773,29290,12349,142,12491,3016866,64738,3081604,5442.45,36070.35,41512.8,1729.7,13.3,0,jue
16-10-15,33,50,83,28432,28425,56857,81,11,0,92,26896,1713,773,29382,13346,185,13531,3030212,64923,3095135,5997.42,35364.96,41362.38,1723.43,14,0,vie
17-10-15,37,60,97,28469,28485,56954,140,11,2,153,27036,1724,775,29535,9709,321,10030,3039921,65244,3105165,5026.05,34026.01,39052.06,1627.17,17.6,8.4,sáb
18-10-15,32,40,72,28501,28525,57026,87,5,3,95,27123,1729,778,29630,6005,232,6237,3045926,65476,3111402,3372.28,35124.73,38497.01,1604.04,16,20.9,dom
19-10-15,15,18,33,28516,28543,57059,55,8,3,66,27178,1737,781,29696,8612,175,8787,3054538,65651,3120189,3779.25,36025.45,39804.7,1658.53,16.1,0.5,lun
20-10-15,9,29,38,28525,28572,57097,42,9,5,56,27220,1746,786,29752,11120,190,11310,3065658,65841,3131499,4872.8,35506.48,40379.28,1682.47,15.7,0,mar
21-10-15,34,39,73,28559,28611,57170,59,8,1,68,27279,1754,787,29820,11229,165,11394,3076887,66006,3142893,4778,37004.71,41782.71,1740.95,11.5,0,mié
22-10-15,38,22,60,28597,28633,57230,48,6,2,56,27327,1760,789,29876,11845,171,12016,3088732,66177,3154909,5359.33,36932.97,42292.3,1762.18,13,0,jue
23-10-15,18,29,47,28615,28662,57277,96,9,4,109,27423,1769,793,29985,12461,226,12687,3101193,66403,3167596,5601.73,35635.76,41237.49,1718.23,13.8,0,vie
24-10-15,54,44,98,28669,28706,57375,203,12,4,219,27626,1781,797,30204,12004,484,12488,3113197,66887,3180084,5966.83,33903.4,39870.23,1661.26,15.8,0,sáb
25-10-15,42,47,89,28711,28753,57464,200,5,1,206,27826,1786,798,30410,11347,495,11842,3124544,67382,3191926,6099.83,32751.48,38851.31,1618.8,16.9,0,dom
26-10-15,56,-7,49,28767,28746,57513,32,4,3,39,27858,1790,801,30449,8135,102,8237,3132679,67484,3200163,3655.78,36211.95,39867.73,1661.16,15.6,0.8,lun
27-10-15,111,96,207,28878,28842,57720,24,3,1,28,27882,1793,802,30477,8764,87,8851,3141443,67571,3209014,3995.98,36825.25,40821.23,1700.88,12.8,2.8,mar
28-10-15,-62,-40,-102,28816,28802,57618,22,4,1,27,27904,1797,803,30504,9598,77,9675,3151041,67648,3218689,4240.03,37008,41248.03,1718.67,11.9,0.1,mié
29-10-15,-3,20,17,28813,28822,57635,34,9,4,47,27938,1806,807,30551,11033,128,11161,3162074,67776,3229850,4664.17,26469.98,31134.15,1297.26,13.9,0,jue
30-10-15,17,36,53,28830,28858,57688,102,10,2,114,28040,1816,809,30665,12678,219,12897,3174752,67995,3242747,5932.73,34569.87,40502.6,1687.61,15.6,0,vie
31-10-15,53,38,91,28883,28896,57779,182,10,4,196,28222,1826,813,30861,11295,395,11690,3186047,68390,3254437,5667.88,33332.77,39000.65,1625.03,15.8,0,sáb
1-11-15,44,40,84,28927,28936,57863,218,13,0,231,28440,1839,813,31092,9313,471,9784,3195360,68861,3264221,4996.97,31836.6,36833.57,1534.73,16.6,17.5,dom
2-11-15,-20,6,-14,28907,28942,57849,16,3,1,20,28456,1842,814,31112,4764,69,4833,3200124,68930,3269054,2352.3,36163.42,38515.72,1604.82,12.4,11.7,lun
3-11-15,-7,-13,-20,28900,28929,57829,38,4,1,43,28494,1846,815,31155,8017,98,8115,3208141,69028,3277169,3696.7,36626.93,40323.63,1680.15,11.5,0.2,mar
4-11-15,11,27,38,28911,28956,57867,22,3,2,27,28516,1849,817,31182,8993,72,9065,3217134,69100,3286234,4061.43,36283.5,40344.93,1681.04,13.4,0.5,mié
5-11-15,18,22,40,28929,28978,57907,31,2,1,34,28547,1851,818,31216,10403,80,10483,3227537,69180,3296717,4599.72,35749.73,40349.45,1681.23,14.6,0,jue
6-11-15,16,58,74,28945,29036,57981,72,13,2,87,28619,1864,820,31303,11091,161,11252,3238628,69341,3307969,5059.2,35850.4,40909.6,1704.57,15.4,0,vie
7-11-15,49,37,86,28994,29073,58067,261,18,3,282,28880,1882,823,31585,10243,577,10820,3248871,69918,3318789,5707.15,34329.05,40036.2,1668.18,16.4,0,sáb
8-11-15,33,52,85,29027,29125,58152,200,9,1,210,29080,1891,824,31795,9359,433,9792,3258230,70351,3328581,5206.53,34312.8,39519.33,1646.64,16.7,0,dom
9-11-15,51,70,121,29078,29195,58273,199,8,5,212,29279,1899,829,32007,8494,492,8986,3266724,70843,3337567,5157.3,34949.3,40106.6,1671.11,15.8,0,lun
10-11-15,30,13,43,29108,29208,58316,56,6,1,63,29335,1905,830,32070,10056,172,10228,3276780,71015,3347795,4606.07,36991.13,41597.2,1733.22,14.3,0,mar
11-11-15,39,31,70,29147,29239,58386,46,2,2,50,29381,1907,832,32120,10706,137,10843,3287486,71152,3358638,5052.3,38017.12,43069.42,1794.56,13.8,0,mié
12-11-15,44,52,96,29191,29291,58482,43,6,2,51,29424,1913,834,32171,11054,137,11191,3298540,71289,3369829,4939.87,38892.38,43832.25,1826.34,13.4,0,jue
13-11-15,50,61,111,29241,29352,58593,84,12,3,99,29508,1925,837,32270,12787,260,13047,3311327,71549,3382876,5787.68,38345.55,44133.23,1838.88,13.7,0,vie
14-11-15,60,73,133,29301,29425,58726,181,17,1,199,29689,1942,838,32469,11376,393,11769,3322703,71942,3394645,5779.75,36420.15,42199.9,1758.33,13,0,sáb
15-11-15,54,69,123,29355,29494,58849,220,2,3,225,29909,1944,841,32694,10213,459,10672,3332916,72401,3405317,5710.35,36154.05,41864.4,1744.35,12.2,0,dom
16-11-15,47,33,80,29402,29527,58929,44,2,3,49,29953,1946,844,32743,9545,110,9655,3342461,72511,3414972,4412.5,39147.01,43559.51,1814.98,11.4,0,lun
17-11-15,16,16,32,29418,29543,58961,28,2,1,31,29981,1948,845,32774,10372,64,10436,3352833,72575,3425408,4781.6,38631.42,43413.02,1808.88,10.6,0,mar
18-11-15,19,16,35,29437,29559,58996,34,2,0,36,30015,1950,845,32810,10986,73,11059,3363819,72648,3436467,4845.47,39322.68,44168.15,1840.34,12.2,0,mié
19-11-15,18,33,51,29455,29592,59047,32,0,1,33,30047,1950,846,32843,11280,71,11351,3375099,72719,3447818,5178.37,39038.33,44216.7,1842.36,13.8,0,jue
20-11-15,16,55,71,29471,29647,59118,83,10,0,93,30130,1960,846,32936,12149,168,12317,3387248,72887,3460135,5681.32,38715.63,44396.95,1849.87,13.3,0,vie
21-11-15,30,30,60,29501,29677,59178,155,7,3,165,30285,1967,849,33101,9836,311,10147,3397084,73198,3470282,4865.95,38894.38,43760.33,1823.35,10.2,0.6,sáb
22-11-15,52,27,79,29553,29704,59257,79,2,0,81,30364,1969,849,33182,7103,206,7309,3404187,73404,3477591,4071.48,40685.48,44756.96,1864.87,6.2,0,dom
23-11-15,25,27,52,29578,29731,59309,30,2,2,34,30394,1971,851,33216,7836,62,7898,3412023,73466,3485489,3803.92,42084.7,45888.62,1912.03,6.4,0,lun
24-11-15,-8,-15,-23,29570,29716,59286,11,1,1,13,30405,1972,852,33229,8593,69,8662,3420616,73535,3494151,3943.42,42711.44,46654.86,1943.95,6.3,0,mar
25-11-15,13,0,13,29583,29716,59299,29,2,0,31,30434,1974,852,33260,9730,63,9793,3430346,73598,3503944,1145.33,42576.47,43721.8,1821.74,11.7,0,mié
26-11-15,5,13,18,29588,29729,59317,50,4,2,56,30484,1978,854,33316,10408,97,10505,3440754,73695,3514449,4731.08,42792.08,47523.16,1980.13,11,0,jue
27-11-15,28,25,53,29616,29754,59370,49,5,2,56,30533,1983,856,33372,11242,131,11373,3451996,73826,3525822,5314.52,41915.45,47229.97,1967.92,11.4,0,vie
28-11-15,33,34,67,29649,29788,59437,176,5,2,183,30709,1988,858,33555,10296,379,10675,3462292,74205,3536497,5293.58,40933.23,46226.81,1926.12,10.2,0,sáb
29-11-15,36,31,67,29685,29819,59504,150,5,1,156,30859,1993,859,33711,8557,304,8861,3470849,74509,3545358,4831.22,40349.04,45180.26,1882.51,7.5,0,dom
30-11-15,7,4,11,29692,29823,59515,28,1,1,30,30887,1994,860,33741,8398,70,8468,3479247,74579,3553826,4050.65,42516.97,46567.62,1940.32,8,0,lun
1-12-15,13,3,16,29705,29826,59531,18,5,1,24,30905,1999,861,33765,9038,58,9096,3488285,74637,3562922,4339.1,43397.2,47736.3,1989.01,8.3,0,mar
2-12-15,9,19,28,29714,29845,59559,22,1,1,24,30927,2000,862,33789,9340,64,9404,3497625,74701,3572326,4357.02,43370.78,47727.8,1988.66,8.4,0,mié
3-12-15,17,48,65,29731,29893,59624,22,1,0,23,30949,2001,862,33812,10303,44,10347,3507928,74745,3582673,4712.12,43595.65,48307.77,2012.82,9.5,0,jue
4-12-15,33,37,70,29764,29930,59694,43,7,5,55,30992,2008,867,33867,10806,105,10911,3518734,74850,3593584,4906.65,42316.53,47223.18,1967.63,11.2,0,vie
5-12-15,28,50,78,29792,29980,59772,195,10,3,208,31187,2018,870,34075,9330,429,9759,3528064,75279,3603343,5252.8,40663.3,45916.1,1913.17,11.7,0,sáb
6-12-15,57,49,106,29849,30029,59878,210,13,1,224,31397,2031,871,34299,8348,503,8851,3536412,75782,3612194,4746.47,40220.95,44967.42,1873.64,10.5,0,dom
7-12-15,33,13,46,29882,30042,59924,108,1,1,110,31505,2032,872,34409,7860,250,8110,3544272,76032,3620304,4124.27,41515.08,45639.35,1901.64,9.4,0,lun
8-12-15,37,35,72,29919,30077,59996,164,0,0,164,31669,2032,872,34573,7519,345,7864,3551791,76377,3628168,4118.78,41180.95,45299.73,1887.49,10.5,0,mar
9-12-15,13,38,51,29932,30115,60047,18,2,0,20,31687,2034,872,34593,9109,82,9191,3560900,76459,3637359,4126.68,42391.42,46518.1,1938.25,11.4,0,mié
10-12-15,22,15,37,29954,30130,60084,16,1,2,19,31703,2035,874,34612,9840,50,9890,3570740,76509,3647249,4343.47,43811.63,48155.1,2006.46,10.2,0,jue
11-12-15,15,35,50,29969,30165,60134,46,10,2,58,31749,2045,876,34670,11144,127,11271,3581884,76636,3658520,5036.63,43789.97,48826.6,2034.44,11,0,vie
12-12-15,29,41,70,29998,30206,60204,109,3,1,113,31858,2048,877,34783,9687,218,9905,3591571,76854,3668425,4563.3,42355.23,46918.53,1954.94,10,0,sáb
13-12-15,22,13,35,30020,30219,60239,97,5,2,104,31955,2053,879,34887,8505,200,8705,3600076,77054,3677130,4266.52,41308.45,45574.97,1898.96,8.6,0,dom
14-12-15,11,23,34,30031,30242,60273,28,5,2,35,31983,2058,881,34922,7827,77,7904,3607903,77131,3685034,3478.25,43926.27,47404.52,1975.19,11.4,0.2,lun
15-12-15,16,29,45,30047,30271,60318,38,3,1,42,32021,2061,882,34964,9476,82,9558,3617379,77213,3694592,3888.93,44130.29,48019.22,2000.8,11.6,0,mar
16-12-15,-4,8,4,30043,30279,60322,29,1,0,30,32050,2062,882,34994,9902,67,9969,3627281,77280,3704561,3419.18,43598.37,47017.55,1959.06,10.8,0,mié
17-12-15,-2,23,21,30041,30302,60343,49,4,1,54,32099,2066,883,35048,10377,142,10519,3637658,77422,3715080,4254.32,44131.2,48385.52,2016.06,10.4,0,jue
18-12-15,-2,29,27,30039,30331,60370,41,4,2,47,32140,2070,885,35095,10936,109,11045,3648594,77531,3726125,4602.87,43126.65,47729.52,1988.73,11,0,vie
19-12-15,32,33,65,30071,30364,60435,149,7,4,160,32289,2077,889,35255,10060,280,10340,3658654,77811,3736465,4733.43,42068,46801.43,1950.06,10.8,0,sáb
20-12-15,15,23,38,30086,30387,60473,89,7,4,100,32378,2084,893,35355,8358,177,8535,3667012,77988,3745000,3894.7,42720.48,46615.18,1942.3,10.8,0,dom
21-12-15,4,11,15,30090,30398,60488,52,8,7,67,32430,2092,900,35422,8670,152,8822,3675682,78140,3753822,3625.5,44007.2,47632.7,1984.7,9.2,0,lun
22-12-15,14,13,27,30104,30411,60515,56,4,4,64,32486,2096,904,35486,9345,187,9532,3685027,78327,3763354,4056.87,42739.65,46796.52,1949.86,9.6,0,mar
23-12-15,27,19,46,30131,30430,60561,63,3,5,71,32549,2099,909,35557,8595,190,8785,3693622,78517,3772139,3762.9,42516.08,46278.98,1928.29,9.4,0,mié
24-12-15,2,7,9,30133,30437,60570,57,7,10,74,32606,2106,919,35631,4942,128,5070,3698564,78645,3777209,2407.17,44013.58,46420.75,1934.2,6.6,0,jue
25-12-15,17,41,58,30150,30478,60628,116,3,6,125,32722,2109,925,35756,3229,317,3546,3701793,78962,3780755,2148.75,44759.65,46908.4,1954.52,8,0,vie
26-12-15,18,19,37,30168,30497,60665,113,6,11,130,32835,2115,936,35886,4831,305,5136,3706624,79267,3785891,2666.3,44473.03,47139.33,1964.14,7.3,0,sáb
27-12-15,22,18,40,30190,30515,60705,118,4,9,131,32953,2119,945,36017,5268,319,5587,3711892,79586,3791478,2917.72,44205.6,47123.32,1963.47,9.4,0,dom
28-12-15,26,23,49,30216,30538,60754,64,10,6,80,33017,2129,951,36097,4701,168,4869,3716593,79754,3796347,2336.37,46912.3,49248.67,2052.03,10.2,3.3,lun
29-12-15,8,9,17,30224,30547,60771,70,12,3,85,33087,2141,954,36182,6205,193,6398,3722798,79947,3802745,2985.2,45917.73,48902.93,2037.62,8.1,0,mar
30-12-15,15,22,37,30239,30569,60808,72,15,2,89,33159,2156,956,36271,6758,219,6977,3729556,80166,3809722,3139.7,46067.73,49207.43,2050.31,8.6,0.5,mié
31-12-15,14,13,27,30253,30582,60835,105,10,4,119,33264,2166,960,36390,4696,255,4951,3734252,80421,3814673,2356.5,48382.05,50738.55,2114.11,10.7,0.1,jue
1-1-16,21,30,51,30274,30612,60886,124,14,4,142,33388,2180,964,36532,3369,289,3658,3737621,80710,3818331,2075.67,46371.02,48446.69,2018.61,11.3,3.2,vie
2-1-16,34,31,65,30308,30643,60951,128,8,2,138,33516,2188,966,36670,4739,298,5037,3742360,81008,3823368,2627.3,45289.78,47917.08,1996.55,8.2,0,sáb
3-1-16,27,20,47,30335,30663,60998,60,5,2,67,33576,2193,968,36737,3919,153,4072,3746279,81161,3827440,2174.65,45031.35,47206,1966.92,8.3,0.4,dom
4-1-16,29,27,56,30364,30690,61054,20,1,2,23,33596,2194,970,36760,4219,95,4314,3750498,81256,3831754,1852.4,45304.4,47156.8,1964.87,10.2,4.1,lun
5-1-16,38,41,79,30402,30731,61133,59,2,4,65,33655,2196,974,36825,6712,144,6856,3757210,81400,3838610,3095.53,46245.07,49340.6,2055.86,6.8,0,mar
6-1-16,19,11,30,30421,30742,61163,37,2,0,39,33692,2198,974,36864,3574,79,3653,3760784,81479,3842263,1922.03,46866.68,48788.71,2032.86,5.2,0.3,mié
7-1-16,29,29,58,30450,30771,61221,35,5,0,40,33727,2203,974,36904,6643,84,6727,3767427,81563,3848990,2683.82,46784.78,49468.6,2061.19,11.6,0.5,jue
8-1-16,31,15,46,30481,30786,61267,35,3,0,38,33762,2206,974,36942,6621,89,6710,3774048,81652,3855700,2792.17,46615.65,49407.82,2058.66,11.6,6,vie
